Hit List: Data Accesses External / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  1	              2	            2	    <0.01	  <0.01	DB: Close CKMLCR	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_MBEW_MD	SAPLMG27	SAPLMG27
	  2	              2	            2	    <0.01	  <0.01	DB: Close MARV	SAPLMG05	SAPLMG05
	  1	              2	            2	    <0.01	  <0.01	DB: Close USOBX_C	SAPFM07M	SAPFM07M
	  1	              2	            2	    <0.01	  <0.01	DB: Close KSML	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close USOBX_C	/SCWM/R_INITIALSTOCKUPLOAD	/SCWM/R_INITIALSTOCKUPLOAD
	  1	              2	            2	    <0.01	  <0.01	DB: Close MCHA	SAPLMATL	SAPLMATL
	  1	              2	            2	    <0.01	  <0.01	DB: Close CABN	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_ML_ACDOC_EX_UL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close NSDM_V_MARD_AGG	CL_NSDM_SELECT_MARD===========CP	CL_NSDM_SELECT_MARD===========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_MCHB_MD_PER	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close MCH1	SAPLMATL	SAPLMATL
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch INOB	SAPLCUOB	SAPLCUOB
	  1	              2	            2	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch /SAPSLL/MARITC	/SAPSLL/CL_MM_CLS_SERVICE=====CP	/SAPSLL/CL_MM_CLS_SERVICE=====CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close TFIN_FLAGS	CL_FINS_ACDOC_POSTING_EVENTS==CP	CL_FINS_ACDOC_POSTING_EVENTS==CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close NSDM_V_MKPF	SAPMM07M	SAPMM07M
	  1	              2	            2	    <0.01	  <0.01	DB: Fetch /SCWM/HUHDR	/SCWM/SAPLHUSELECT	/SCWM/SAPLHUSELECT
	  1	              2	            2	    <0.01	  <0.01	DB: Close MBEW	SAPLMCB1	SAPLMCB1
	  1	              2	            2	    <0.01	  <0.01	DB: Close ARBCIG_TVARV	CL_ARBCIG_ADAPTER_FRAMEWORK===CP	CL_ARBCIG_ADAPTER_FRAMEWORK===CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close EKKO	SAPLME01	SAPLME01
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_MBEW_MD	CL_MBV_SELECT_MBEW============CP	CL_MBV_SELECT_MBEW============CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_MBEW_MD	SAPLMG27	SAPLMG27
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SCWM/SERH2	/SCWM/CL_SERIAL_DB============CP	/SCWM/CL_SERIAL_DB============CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close CABNZ	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close CAWN	SAPLCLSE	SAPLCLSE
	  1	              2	            2	    <0.01	  <0.01	DB: Close V_MARC_MD_PER	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close PROGDIR	/SCWM/CL_TM_TOOLS=============CP	/SCWM/CL_TM_TOOLS=============CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	              2	            2	    <0.01	  <0.01	DB: Close BUT000	SAPLBUPA_SELECT	SAPLBUPA_SELECT
	  1	              2	            2	    <0.01	  <0.01	DB: Close MARA	SAPLMG21	SAPLMG21
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SCWM/THARSERPRO	/SCWM/CL_SERIAL_BAS_S4========CP	/SCWM/CL_SERIAL_BAS_S4========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SCWM/LAGP	/SCWM/SAPLBIN_FUNC	/SCWM/SAPLBIN_FUNC
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SAPAPO/MATTXT	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SYCLO/YCA002F	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SYCLO/YCA002L	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SYCLO/YCA003	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SYCLO/YCA003M	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SYCLO/YCA003D	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SCDL/DB_PROCH_I	/MERP/CL_EWM_DLV_EX_HNDLR=====CP	/MERP/CL_EWM_DLV_EX_HNDLR=====CP
	  2	              2	            2	    <0.01	  <0.01	DB: Close /SMFND/YC_DFA01	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close /LIME/NSERIAL	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	              2	            2	    <0.01	  <0.01	DB: Close USOBX_C	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	              2	            2	    <0.01	  <0.01	DB: Close USR02	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  1	              2	            2	    <0.01	  <0.01	DB: Close /SCWM/STOCK_IW02	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	ZCL_MAXIMO_RESVN_PROCESS======CP	ZCL_MAXIMO_RESVN_PROCESS======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SYCLO/YCA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SYCLO/CA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close NRIV	SAPLSNR1	SAPLSNR1
	  1	              1	            1	    <0.01	  <0.01	DB: Close DD04L	RADBTDDF	RADBTDDF
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SCWM/HUHDR	/SCWM/CL_HUID_SERVICE=========CP	/SCWM/CL_HUID_SERVICE=========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close FCLM_MM_DELTA	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close FLOG_SUPLRITEM	CL_IM_FLOG_SRV_GR_BADI========CP	CL_IM_FLOG_SRV_GR_BADI========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close FTG_ATTRIBUTE	CL_FTG========================CP	CL_FTG========================CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close V_MARC_MD	SAPMM07M	SAPMM07M
	  1	              1	            1	    <0.01	  <0.01	DB: Close VBHDR	SAPLFBUP	SAPLFBUP
	  1	              1	            1	    <0.01	  <0.01	DB: Close MLRUNLIST	SAPLFCML4H_UPD_MASTER	SAPLFCML4H_UPD_MASTER
	  1	              1	            1	    <0.01	  <0.01	DB: Close CKMLPP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close V_ML_ACDOC_EX_UL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close CKMLMV007A	SAPLCKMLMVUTIL	SAPLCKMLMVUTIL
	  1	              1	            1	    <0.01	  <0.01	DB: Close CKMLMV001	SAPLCKMLMVBUFFER	SAPLCKMLMVBUFFER
	  1	              1	            1	    <0.01	  <0.01	DB: Close ALE_BATCHES_SENT	SAPLVBWP	SAPLVBWP
	  1	              1	            1	    <0.01	  <0.01	DB: Close YI_INVENTORYMOVEMENT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close APOC_I_OBJTCNF_V	CL_APOC_OUTPUT_TYPE_CONFIG====CP	CL_APOC_OUTPUT_TYPE_CONFIG====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close CFIN_MIG_LOG	CL_FIN_CFIN_MIG_LOG===========CP	CL_FIN_CFIN_MIG_LOG===========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close IFICONTAREA	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close /UTGFR/T_EXTCONF	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close /UTGFR/T_EXTLDCO	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	ZCL_MIGO_BADI_HT_MODIFY=======CP	ZCL_MIGO_BADI_HT_MODIFY=======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close I_GRIRPROCESSTRANSTYPEDETN	CL_FINS_GRIR_TRANS_KEY========CP	CL_FINS_GRIR_TRANS_KEY========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close FQMC_ACT_FI	CL_FCLM_FB2_RUNTIME_CONTEXT===CP	CL_FCLM_FB2_RUNTIME_CONTEXT===CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_PROCRULES	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close CABN	SAPLCLSE	SAPLCLSE
	  1	              1	            1	    <0.01	  <0.01	DB: Close SABP_BEHV_HDLR_V	CL_ABAP_BEHV_EJOB=============CP	CL_ABAP_BEHV_EJOB=============CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close USOBX_C	/SCWM/CL_BATCH_APPL===========CP	/SCWM/CL_BATCH_APPL===========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close DRAD	SAPLCVOB	SAPLCVOB
	  1	              1	            1	    <0.01	  <0.01	DB: Close BUBAS_EVT_STORE	SAPLBUBAS_TOOLS	SAPLBUBAS_TOOLS
	  1	              1	            1	    <0.01	  <0.01	DB: Close MARA	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close V_MARC_MD	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close T006A	SAPLCTCV	SAPLCTCV
	  1	              1	            1	    <0.01	  <0.01	DB: Close USR21	SAPLSUU1	SAPLSUU1
	  1	              1	            1	    <0.01	  <0.01	DB: Close USR01	SAPLSUU1	SAPLSUU1
	  1	              1	            1	    <0.01	  <0.01	DB: Close USR02	SAPLSUU1	SAPLSUU1
	  1	              1	            1	    <0.01	  <0.01	DB: Fetch FTG_ATTRIBUTE	CL_FTG========================CP	CL_FTG========================CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SAPAPO/MATPACK	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	              1	            1	    <0.01	  <0.01	DB: Fetch USOBX_C	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SAPAPO/MATEXEC	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SCWM/HUHDR	/SCWM/SAPLHUSELECT	/SCWM/SAPLHUSELECT
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SCMB/TOENTITY	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP
	  1	              1	            1	    <0.01	  <0.01	DB: Close V_MARC_MD	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close /SAPSLL/MARITC	/SAPSLL/CL_MM_CLS_SERVICE=====CP	/SAPSLL/CL_MM_CLS_SERVICE=====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close NSDM_V_MARC_DIFF	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close MATDOC	SAPLFLOG_RETURN	SAPLFLOG_RETURN
	  1	              1	            1	    <0.01	  <0.01	DB: Close V_MARD_MD	CL_NSDM_SELECT_MARD===========CP	CL_NSDM_SELECT_MARD===========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close MARDO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              1	            1	    <0.01	  <0.01	DB: Close MARDHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	              1	            1	    <0.01	  <0.01	DB: Close NSDM_V_MCHB_DIFF	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close MCHBO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              1	            1	    <0.01	  <0.01	DB: Close MCHBHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              1	            1	    <0.01	  <0.01	DB: Close FLQACC_INFO_RT2	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close USOBX_C	SAPFM07M	SAPFM07M
	  1	              1	            1	    <0.01	  <0.01	DB: Close IFICOMPANYCODE	ZCL_ASSIGN_SGTXT_TAXLINE======CP	ZCL_ASSIGN_SGTXT_TAXLINE======CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ZI_CONSTANTPARAMETERSF	SAPLZFG_TAX_GL	SAPLZFG_TAX_GL
	  1	              1	            1	    <0.01	  <0.01	DB: Close ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close T001	CL_FIN_CFIN_CPAY_PAYT_CARD====CP	CL_FIN_CFIN_CPAY_PAYT_CARD====CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close FIN_CFIN_HIS_BCA	CL_FIN_CFIN_CPAY_BK_CLRG_ACCT=CP	CL_FIN_CFIN_CPAY_BK_CLRG_ACCT=CP
	  1	              1	            1	    <0.01	  <0.01	DB: Close ALE_BATCHES_RECP	SAPLVBWP	SAPLVBWP
