Hit List: Data Accesses Internal / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	 35	             99	           99	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLRWCL	SAPLRWCL
	  1	          1,980	           98	     0.03	  <0.01	Fetch CKMLHD	SAPLCKMS	SAPLCKMS
	  1	          2,476	           98	     0.03	  <0.01	Fetch EVTB_PRODUCER	CL_RAP_EVENT_BINDING==========CP	CL_RAP_EVENT_BINDING==========CP
	  1	          2,192	           98	     0.03	  <0.01	Fetch CABNT	SAPLCLSE	SAPLCLSE
	  2	          1,341	           98	     0.02	  <0.01	Open Cursor T8J156X	SAPLGJAT	SAPLGJAT
	  2	          1,862	           98	     0.02	  <0.01	Fetch /SYCLO/CA002T	/SYCLO/CB_CORE_PERS_CA002T====CP	/SYCLO/CB_CORE_PERS_CA002T====CP
	  2	          1,290	           97	     0.02	  <0.01	Open Cursor /SMFND/YC_DFA01	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP
	  1	          1,493	           96	     0.02	  <0.01	Open Cursor V_MARD_MD	CL_NSDM_SELECT_MARD===========CP	CL_NSDM_SELECT_MARD===========CP
	  3	          2,452	           96	     0.03	  <0.01	Select Single FTG_HEADER	CL_FTG========================CP	CL_FTG========================CP
	  1	          2,158	           96	     0.03	  <0.01	Fetch V_MCHB_MD_PER	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  2	          1,382	           95	     0.02	  <0.01	Open Cursor I_PRODUCT	ZCL_OIL_MATERIAL_PROCESS======CP	ZCL_OIL_MATERIAL_PROCESS======CP
	  1	          1,255	           95	     0.02	  <0.01	Select Single EKKO	SAPLME01	SAPLME01
	  2	          1,588	           95	     0.02	  <0.01	Open Cursor /SYCLO/CA002F	/SYCLO/CB_CORE_PERS_CA002F====CP	/SYCLO/CB_CORE_PERS_CA002F====CP
	  5	             95	           95	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	 11	             95	           95	    <0.01	  <0.01	Import Nametab BAL_S_DMSG	SAPLSABP_DD_CATALOG	SAPLSABP_DD_CATALOG
	  1	          1,694	           94	     0.02	  <0.01	Open Cursor FQMC_ACTIVATION	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  6	            118	           94	    <0.01	  <0.01	Open Cursor RFCCBWHITELIST	CL_DEST_RFC===================CP	CL_DEST_RFC===================CP
	  1	          1,541	           93	     0.02	  <0.01	Open Cursor MARDO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          1,342	           92	     0.02	  <0.01	Open Cursor MATDOC	SAPLFLOG_RETURN	SAPLFLOG_RETURN
	 32	             92	           92	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/QTYW/SAPLTOOLS	/QTYW/SAPLTOOLS
	 64	             92	           92	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/QTYW/SAPLTOOLS	/QTYW/SAPLTOOLS
	  4	          2,697	           92	     0.03	  <0.01	Select Single MARA	SAPLV01Z	SAPLV01Z
	232	            103	           92	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	ZCL_OIL_MATERIAL_PROCESS======CP	ZCL_OIL_MATERIAL_PROCESS======CP
	  2	          2,594	           92	     0.03	  <0.01	Select Single INOB	SAPLV01P	SAPLV01P
	  2	          1,353	           92	     0.02	  <0.01	Open Cursor ZI_CONSTANTPARAMETERSF	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  1	          1,961	           91	     0.02	  <0.01	Fetch V_MBEW_MD	CL_MBV_SELECT_MBEW============CP	CL_MBV_SELECT_MBEW============CP
	  1	             91	           91	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  2	          1,361	           90	     0.02	  <0.01	Open Cursor /SYCLO/CA003D	/SYCLO/CB_CORE_PERS_CA003D====CP	/SYCLO/CB_CORE_PERS_CA003D====CP
	  5	            114	           90	    <0.01	  <0.01	Open Cursor V_MBEW_MD	/SCWM/CL_ERP_PI_S4============CP	/SCWM/CL_ERP_PI_S4============CP
	  2	             90	           90	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  2	          2,372	           90	     0.03	  <0.01	Select Single MCHA	SAPFM07M	SAPFM07M
	  1	          2,322	           89	     0.03	  <0.01	Fetch CKMLPRKEKO	SAPLMLCCS_DBACCESS	SAPLMLCCS_DBACCESS
	 23	             89	           89	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/SAPSLL/CL_MM_CLS_SERVICE=====CP	/SAPSLL/CL_MM_CLS_SERVICE=====CP
	  1	          1,764	           89	     0.02	  <0.01	Insert TRFC_I_UNIT	CL_BGRFC_DB_HELPER============CP	CL_BGRFC_DB_HELPER============CP
	  1	          2,342	           89	     0.03	  <0.01	Fetch NSDM_E_MCHB_DIFF	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	          2,051	           88	     0.03	  <0.01	Fetch I_PRODUCT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  2	          1,424	           88	     0.02	  <0.01	Open Cursor /SYCLO/YCA002F	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	 17	             88	           88	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,878	           88	     0.02	  <0.01	Select Single PROGDIR	SAPLFMR4	SAPLFMR4
	  1	          2,290	           88	     0.03	  <0.01	Fetch CAWNT	SAPLCLSE	SAPLCLSE
	  2	          1,354	           87	     0.02	  <0.01	Open Cursor /SYCLO/CA003	/SYCLO/CB_CORE_PERS_CA003=====CP	/SYCLO/CB_CORE_PERS_CA003=====CP
	  1	          2,223	           87	     0.03	  <0.01	Fetch /SAPAPO/MATPACK	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	 17	             87	           87	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  1	          2,558	           87	     0.03	  <0.01	Fetch CKMLCR	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP
	  1	          2,244	           86	     0.03	  <0.01	Fetch CABNZ	SAPLCLSE	SAPLCLSE
	  3	          2,651	           86	     0.03	  <0.01	DB Buffer: Load TABL LOAD	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	107	          2,227	           86	     0.03	  <0.01	Abap Sql DDFTX	CL_DD_TEXT_PROVIDER===========CP	CL_DD_TEXT_PROVIDER===========CP
	  1	             86	           86	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_MMIM_MAA_2=================CP	CL_MMIM_MAA_2=================CP
	  1	          1,444	           86	     0.02	  <0.01	Open Cursor CFIN_MIG_LOG	CL_FIN_CFIN_MIG_LOG===========CP	CL_FIN_CFIN_MIG_LOG===========CP
	  2	          2,933	           86	     0.04	  <0.01	Select Single NSDM_E_MCHB_DIFF	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	          2,473	           86	     0.03	  <0.01	Open Cursor NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  2	          2,319	           85	     0.03	  <0.01	Select Single SUSAGEMANAGEMENT	SAPLSUSAGE_LOGGING	SAPLSUSAGE_LOGGING
	 43	             85	           85	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CONTEXT_X_SP_INFO	CONTEXT_X_SP_INFO
	 12	             85	           85	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	ZCL_ZDB_CONST_UTIL_CLASS======CP	ZCL_ZDB_CONST_UTIL_CLASS======CP
	  2	          1,563	           84	     0.02	  <0.01	Open Cursor /SYCLO/CA002L	/SYCLO/CB_CORE_PERS_CA002L====CP	/SYCLO/CB_CORE_PERS_CA002L====CP
	  1	          3,292	           84	     0.04	  <0.01	Select Single /SCWM/THARSERPRO	/SCWM/CL_SERIAL_BAS_S4========CP	/SCWM/CL_SERIAL_BAS_S4========CP
	  2	          3,164	           84	     0.04	  <0.01	Modify /MERP/EWM_HU_EX	/SYCLO/SAPLUPD_CORE	/SYCLO/SAPLUPD_CORE
	  2	          1,298	           84	     0.02	  <0.01	Open Cursor I_PURCHASEORDERITEMAPI01	ZCL_MB_CHECK_LINE_SLED_LOGIC==CP	ZCL_MB_CHECK_LINE_SLED_LOGIC==CP
	  1	          1,604	           83	     0.02	  <0.01	Open Cursor SABP_BEHV_HDLR	CL_ABAP_BEHV_EJOB=============CP	CL_ABAP_BEHV_EJOB=============CP
	  1	          1,606	           83	     0.02	  <0.01	Open Cursor MCHBO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	             96	           83	    <0.01	  <0.01	Open Cursor DD12L	RADBTDDF	RADBTDDF
	  1	          2,142	           82	     0.03	  <0.01	Fetch /SCWM/STOCK_IW02	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	          2,140	           82	     0.03	  <0.01	Fetch /SAPAPO/MATEXEC	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	 17	             82	           82	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	ZCL_MAXIMO_RESVN_PROCESS======CP	ZCL_MAXIMO_RESVN_PROCESS======CP
	 26	             82	           82	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	             82	           82	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_CUST_CONSISTENCY_UTIL=CP	CL_FINS_CUST_CONSISTENCY_UTIL=CP
	  1	          2,247	           82	     0.03	  <0.01	Fetch V_MBEWH_MD	SAPLMG27	SAPLMG27
	  2	          1,331	           82	     0.02	  <0.01	Open Cursor YI_ZERO_PRICE_MAINT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  2	          1,470	           82	     0.02	  <0.01	Open Cursor ISEGO2	SAPLOIB_MM	SAPLOIB_MM
	  1	          2,827	           82	     0.04	  <0.01	Fetch ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  2	          2,996	           81	     0.04	  <0.01	Select Single I_PRODUCTSUPPLYPLANNING	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          2,347	           81	     0.03	  <0.01	Fetch CKMLPP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP
	  9	             81	           81	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLK_CEL_ASEG_GET	SAPLK_CEL_ASEG_GET
	  1	          2,307	           81	     0.03	  <0.01	Fetch NSDM_E_MARD_AGG	CL_NSDM_SELECT_MARD===========CP	CL_NSDM_SELECT_MARD===========CP
	 17	            241	           81	    <0.01	  <0.01	Abap Sql DD07L	SAPLSDEX	SAPLSDEX
	  1	          1,485	           81	     0.02	  <0.01	Open Cursor CKMLMV001	SAPLCKMLMVBUFFER	SAPLCKMLMVBUFFER
	  1	          2,264	           80	     0.03	  <0.01	Insert ARFCSDATA	SAPLARFC	SAPLARFC
	398	             84	           80	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLZFG_TAX_GL	SAPLZFG_TAX_GL
	 47	             80	           80	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_BADI_FLT_DATA_TRANS_AND_DB=CP	CL_BADI_FLT_DATA_TRANS_AND_DB=CP
	 18	             80	           80	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLFACS	SAPLFACS
	  1	          1,346	           80	     0.02	  <0.01	Open Cursor CKMLMV007A	SAPLCKMLMVUTIL	SAPLCKMLMVUTIL
	  1	          1,953	           80	     0.02	  <0.01	Fetch ARBCIG_TVARV	CL_ARBCIG_ADAPTER_FRAMEWORK===CP	CL_ARBCIG_ADAPTER_FRAMEWORK===CP
	  2	             91	           79	    <0.01	  <0.01	Open Cursor ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	          1,595	           79	     0.02	  <0.01	Open Cursor KSSK	SAPLCLSE	SAPLCLSE
	  1	          2,609	           79	     0.03	  <0.01	Open Cursor ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  2	          1,211	           79	     0.02	  <0.01	Open Cursor OIB_DEFAULTS	SAPLOIB_QCI	SAPLOIB_QCI
	 63	            643	           78	     0.01	  <0.01	Open Cursor TOLE	SAPLOLEA	SAPLOLEA
	 98	             78	           78	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	 17	             78	           78	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	ZCL_EXP_INV_OPEN_BIN_BTE======CP	ZCL_EXP_INV_OPEN_BIN_BTE======CP
	398	             79	           78	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	ZCL_MAXIMO_RESVN_PROCESS======CP	ZCL_MAXIMO_RESVN_PROCESS======CP
	  2	          2,526	           78	     0.03	  <0.01	Open Cursor ZI_USR05	ZCL_MB_CHECK_LINE_LOGIC=======CP	ZCL_MB_CHECK_LINE_LOGIC=======CP
	 95	             77	           77	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	ZCL_MIGO_BADI_HT_MODIFY=======CP	ZCL_MIGO_BADI_HT_MODIFY=======CP
	  1	          2,070	           77	     0.03	  <0.01	Select Single /SCMB/TOENTITY	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP
	  1	          4,761	           77	     0.06	  <0.01	Open Cursor VBHDR	SAPLFBUP	SAPLFBUP
	  2	          1,367	           77	     0.02	  <0.01	Open Cursor /SYCLO/YCA003M	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  1	          1,870	           76	     0.02	  <0.01	Select Single T006A	SAPLCTCV	SAPLCTCV
	  1	          2,775	           76	     0.04	  <0.01	Open Cursor I_JNTVNTRVALDINVMTGRP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          2,248	           76	     0.03	  <0.01	Fetch MCH1	CL_VB_BATCH_UTIL==============CP	CL_VB_BATCH_UTIL==============CP
	  1	          1,586	           76	     0.02	  <0.01	Open Cursor MCHBHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  3	          2,929	           76	     0.04	  <0.01	Select Single DD02T	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	          2,411	           76	     0.03	  <0.01	Select Count(*) DD02L	/SYCLO/SAPLUPD_CORE	/SYCLO/SAPLUPD_CORE
	 49	             76	           76	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_EXIT_MASTER================CP	CL_EXIT_MASTER================CP
	  1	             76	           76	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  2	          3,787	           75	     0.05	  <0.01	Select Single CKMLKEV	SAPLMLCCS_CUSTOMIZING	SAPLMLCCS_CUSTOMIZING
	  1	             75	           75	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FISK_BAR===================CP	CL_FISK_BAR===================CP
	  1	          2,338	           74	     0.03	  <0.01	Fetch /SAPAPO/MATTXT	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          2,280	           74	     0.03	  <0.01	Fetch CABNZ	SAPLCLSE	SAPLCLSE
	  1	          2,307	           73	     0.03	  <0.01	Insert ARFCSSTATE	SAPLARFC	SAPLARFC
	  1	          7,002	           73	     0.09	  <0.01	Fetch I_GLACCOUNT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          1,946	           73	     0.02	  <0.01	Select Single TFIN_FLAGS	CL_FINS_ACDOC_POSTING_EVENTS==CP	CL_FINS_ACDOC_POSTING_EVENTS==CP
	  1	          2,119	           73	     0.03	  <0.01	Fetch /SAPSLL/MARITC	/SAPSLL/CL_MM_CLS_SERVICE=====CP	/SAPSLL/CL_MM_CLS_SERVICE=====CP
	398	             76	           73	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	ZCL_EXP_INV_OPEN_BIN_BTE======CP	ZCL_EXP_INV_OPEN_BIN_BTE======CP
	  1	          1,377	           73	     0.02	  <0.01	Open Cursor MARDHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	 37	             73	           73	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FINS_VALUTYP===============CP	CL_FINS_VALUTYP===============CP
	  1	          2,312	           72	     0.03	  <0.01	Fetch ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	 49	             72	           72	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_EXIT_MASTER================CP	CL_EXIT_MASTER================CP
	  1	          1,866	           72	     0.02	  <0.01	Fetch CKMLCR	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  4	             72	           72	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_FQM_ACCOUNT_GENERATE=======CP	CL_FQM_ACCOUNT_GENERATE=======CP
	  1	          2,828	           71	     0.04	  <0.01	Open Cursor V_ML_ACDOC_EX_UL_DDL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  5	            679	           71	     0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          1,825	           71	     0.02	  <0.01	Select Single NSDM_V_MKPF	SAPMM07M	SAPMM07M
	  1	          1,942	           71	     0.02	  <0.01	Select Single SUSAGE	SAPLSUSAGE_LOGGING	SAPLSUSAGE_LOGGING
	  1	          2,138	           71	     0.03	  <0.01	Fetch DD04T	RADBTDDF	RADBTDDF
	  1	          1,843	           71	     0.02	  <0.01	Select Single /UTGFR/RS_FLAG	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	 16	             71	           71	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	CL_EXIT_MASTER================CP	CL_EXIT_MASTER================CP
	398	             72	           70	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          2,417	           70	     0.03	  <0.01	Select Single NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  1	          1,842	           70	     0.02	  <0.01	Select Single CKMLPP	CL_FML_SHORTLOCK_UTIL=========CP	CL_FML_SHORTLOCK_UTIL=========CP
	  6	          1,261	           70	     0.02	  <0.01	DB Buffer: Get TABLP GET	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	 17	             70	           70	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLSDEX	SAPLSDEX
	  1	          1,534	           70	     0.02	  <0.01	Open Cursor BUBAS_EVT_STORE	SAPLBUBAS_TOOLS	SAPLBUBAS_TOOLS
	  1	             70	           70	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	             70	           70	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLOIB_QCI	SAPLOIB_QCI
	 13	             70	           70	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLBFRT	SAPLBFRT
	  1	          1,673	           70	     0.02	  <0.01	Open Cursor FLQACC_INFO_APP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	 32	             69	           69	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/QTYW/SAPLRANGES	/QTYW/SAPLRANGES
	  2	          1,245	           69	     0.02	  <0.01	Open Cursor /SYCLO/YCA002L	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  1	          1,452	           69	     0.02	  <0.01	Open Cursor NSDM_E_MARC_DIFF	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  1	          1,797	           68	     0.02	  <0.01	Insert NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  1	          1,486	           68	     0.02	  <0.01	Open Cursor ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	120	             68	           68	    <0.01	  <0.01	Import From Memory PVENKA8	SAPLSCV0	SAPLSCV0
	 17	             68	           68	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLSDEX	SAPLSDEX
	  9	             68	           68	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	/MFND/CL_CORE_MAPP_CONFIG_MGR=CP	/MFND/CL_CORE_MAPP_CONFIG_MGR=CP
	  1	          1,756	           68	     0.02	  <0.01	Fetch I_JVAGLOBALCOMPANYPARAMETER	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	398	             69	           68	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  1	          2,157	           67	     0.03	  <0.01	Fetch ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          1,286	           67	     0.02	  <0.01	Open Cursor AGR_USERS	SAPLCLPR	SAPLCLPR
	  1	          2,282	           67	     0.03	  <0.01	Select Single MARC	SAPMM07M	SAPMM07M
	  1	          1,893	           66	     0.02	  <0.01	Select Single ZI_CONSTANTPARAMETERSF	SAPLZFG_TAX_GL	SAPLZFG_TAX_GL
	  1	          2,331	           66	     0.03	  <0.01	Select Single I_MAINTPLANNINGBUCKET	CL_EAM_PROCMTMLST_INTEGRATION=CP	CL_EAM_PROCMTMLST_INTEGRATION=CP
	  1	          1,378	           66	     0.02	  <0.01	Open Cursor ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	          2,954	           65	     0.04	  <0.01	Open Cursor CKMLPP	CL_FML_SHORTLOCK_UTIL=========CP	CL_FML_SHORTLOCK_UTIL=========CP
	 20	             65	           65	    <0.01	  <0.01	DB Buffer: Get TABLP GET	SAPLMBWL	SAPLMBWL
	  1	             65	           65	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FML_CVTYP_FACADE===========CP	CL_FML_CVTYP_FACADE===========CP
	  1	          1,273	           65	     0.02	  <0.01	Open Cursor FIN_CFIN_HIS_BCA	CL_FIN_CFIN_CPAY_BK_CLRG_ACCT=CP	CL_FIN_CFIN_CPAY_BK_CLRG_ACCT=CP
	  1	          1,258	           65	     0.02	  <0.01	Open Cursor YI_INVENTORYMOVEMENT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,247	           65	     0.02	  <0.01	Open Cursor ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	398	             69	           65	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,824	           64	     0.02	  <0.01	Fetch V_MARC_MD_PER	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  5	             64	           64	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          2,416	           64	     0.03	  <0.01	Select Single /SCWM/SERH2	/SCWM/CL_SERIAL_DB============CP	/SCWM/CL_SERIAL_DB============CP
	  1	          1,900	           64	     0.02	  <0.01	Select Single I_CONTROLLINGAREA	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  2	          1,255	           64	     0.02	  <0.01	Open Cursor YI_PLANT_NODETYPE_RESTRICTION	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	 10	             63	           63	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSAKO	SAPLSAKO
	  5	             63	           63	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLGORG	SAPLGORG
	  1	          1,526	           63	     0.02	  <0.01	Open Cursor V_MARC_MD	SAPMM07M	SAPMM07M
	 19	             63	           63	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLSCV0	SAPLSCV0
	  1	             74	           63	    <0.01	  <0.01	Open Cursor USR02	SAPLSUU1	SAPLSUU1
	  2	             72	           63	    <0.01	  <0.01	Select Single T156N	SAPLMBWL	SAPLMBWL
	 63	            956	           63	     0.01	  <0.01	Abap Sql TOLE	SAPLOLEA	SAPLOLEA
	  1	          1,210	           63	     0.02	  <0.01	Open Cursor ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	          1,942	           63	     0.02	  <0.01	Select Single SKB1	CL_FINS_EXTENDED_OI_MANAGEMENTCP	CL_FINS_EXTENDED_OI_MANAGEMENTCP
	  1	          1,902	           63	     0.02	  <0.01	Select Single OIH30H	SAPFOIH3	SAPFOIH3
	  1	          1,299	           63	     0.02	  <0.01	Open Cursor V_ML_ACDOC_EX_UL_DDL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
